Set	Num	Name	Rarity	Type	House	Traits	Æ	Power	Armor	Abilities	Flavor	Artist	Image	Complete	In Decks
CotA	216	Clear Mind	R	Action	Sanctum		1			Play: Unstun each friendly creature.	The body is an illusion.  Only thy spirit is eternal.	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/482049916458500107/Clear_Mind.jpg	0	1
CotA	217	Doorstep to Heaven	U	Action	Sanctum		1			Play: Each player with 6[Æ] or more is reduced to 5[Æ].	The cities of the Sanctum are safe, clean, and vibrant like few others on the Crucible.  But few are judged worthy to enter.	Mark Bulahao	https://cdn.discordapp.com/attachments/475148937754312719/482395083736612866/image.jpg	0	5
CotA	218	Glorious Few	U	Action	Sanctum		0			Play: For each creature your opponent controls in excess of you, gain 1[Æ].		Matthew Mizak	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	13
CotA	219	Honorable Claim	R	Action	Sanctum		1			Play: Each friendly Knight creature captures 1[Æ].	"As your spirit is holy, so Æmber, which is the spirit of the earth, is holy." -- The Sanctified Scroll	Moh Mükhtar	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	3
CotA	220	Inspiration	C	Action	Sanctum		0			Play: Ready and use a friendly creature.	"The Sanctum gives meaning to my life." -- Duma the Martyr	Konstantin Turovec	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	33
CotA	221	Mighty Lance	R	Action	Sanctum		0			Play: Deal 3[D] to a creature and 3[D] to a neighbor of that creature.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/476880923791589386/Screen_Shot_2018-08-08_at_18.35.52_.png	0	3
CotA	222	Oath of Poverty	R	Action	Sanctum		1			Play: Destroy each of your artifacts. Gain 2[Æ] for each artifact destroyed this way.		Randall Mackey	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	5
CotA	223	One Stood Against Many	R	Action	Sanctum		1			Play: Ready and Fight with a friendly creature 3 times, each time against a different enemy creature.  Resolve these fights one at a time.			https://cdn.discordapp.com/attachments/475148937754312719/477579573148516373/Screen_Shot_2018-08-10_at_1.49.18_PM.png	0.1	2
CotA	224	Radiant Truth	U	Action	Sanctum		1			Play: Stun each enemy creature not on a flank	"Truly I dsy to you: pie is superior to cake." -- from the Ravings of the Prophet Gizelhart	Moh Mükhtar	https://cdn.discordapp.com/attachments/475148937754312719/480826776474484767/IMG_0347.JPG	0	11
CotA	225	Shield of Justice	C	Action	Sanctum		1			Play: For the remainder of the turn, each friendly creature cannot be dealt damage.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	31
CotA	226	Take Hostages	C	Action	Sanctum		1			Play: For the remainder of the turn, each time a friendly creature fights, it captures 1[Æ].		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/475154975857836042/image.jpg	0	40
CotA	227	Terms of Redress	C	Action	Sanctum		1			Play: Choose a friendly creature to capture 2[Æ]	"Thou shalt wear pants."	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	29
CotA	228	The Harder They Come	U	Action	Sanctum		0			Play: Purge a creature with power 5 or higher.		Konstantin Turovec	https://cdn.discordapp.com/attachments/475148937754312719/489115944216428545/DSC_0080.jpg	0	8
CotA	229	The Spirit's Way	U	Action	Sanctum		0			Play: Destroy each creature with power 3 or higher.	"The spirit is eternal.  The flesh is weak.  Let go the flesh, for your earthly strength is the greatest prison." -- The Last Book	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	11
CotA	230	Virtuous Works	U	Action	Sanctum		3				On the Crucible, there is no sanctimony.  There is only Sanctumony.	Moh Mükhtar	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	12
CotA	231	Epic Quest	R	Artifact	Sanctum	Quest	0			Action: Archive each friendly Knight creature in play. Omni: If you have played 7 or more Sanctum cards this turn, sacrifice Epic Quest and forge a key at no cost.		Andrew Bosley	https://cdn.discordapp.com/attachments/475148937754312719/477607494235979787/IMG_20180810_174454.jpg	0	2
CotA	232	Gorm of Omm	U	Artifact	Sanctum	Item	0			Omni: Sacrifice Gorm of Omm.Destroy an artifact	"An object, no matter how sacred, is just a thing."	Caravan Studio	https://drive.google.com/file/d/1DxiwjG1PgkrHHBsBi7xsEnPlRlF1zKr5/view?usp=drivesdk	0	13
CotA	233	Hallowed Blaster	C	Artifact	Sanctum	Weapon	0			Action: Heal 3 damage from a creature.  (Damage is healed by removing that damage from the creature.)	Swords into plowshares is thinking too small.	Caravan Studio	https://www.facebook.com/photo.php?fbid=1651196764991512&set=oa.505644606563646&type=3&theater	0	30
CotA	234	Potion of Invulnerability	U	Artifact	Sanctum	Item	1			Omni: Sacrifice Potion of Invulnerability. For the remainder of the turn, each friendly creature cannot be dealt damage.		Atha Kanaani	https://cdn.discordapp.com/attachments/484154914038087680/486950632151056384/image0.jpg	0	12
CotA	235	Round Table	R	Artifact	Sanctum	Location	1			Each friendly Knight creature gets +1 power and gains taunt.	"Come my knights, let us ready for battle." -- King Godfrey Greywind	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/476943024778117121/20180808_201242.jpg	0	5
CotA	236	Sigil of Brotherhood	U	Artifact	Sanctum	Power	1			Omni: Sacrifice Sigil of Brotherhood. For the remainder of the turn, you may use friendly Sanctum creatures.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	15
CotA	237	Whispering Reliquary	U	Artifact	Sanctum	Item	0			Action:  Return an artifact to its owner's hand.		Lorena Lammer	http://aembertree.com/cards/core-237.jpg	0	10
CotA	238	Bulwark	C	Creature	Sanctum	Human * Knight	0	4	2	Each of Bulwark's neighbors gains +2 Armor.	"Let me be thy shield."	Eric Kenji Aoyagi	https://cdn.discordapp.com/attachments/475148937754312719/475154975857836042/image.jpg	0	25
CotA	239	Champion Anaphiel	C	Creature	Sanctum	Knight * Spirit	0	6	1	Taunt.  (This creature's neighbors cannot be attacked unless they have taunt.)	"Steel thyself, knave.  To harm them you must first defeat me."	Forrest Imel	https://www.facebook.com/photo.php?fbid=1651196668324855&set=oa.505644606563646&type=3&theater	0	30
CotA	240	Champion Tabris	U	Creature	Sanctum	Human * Knight	0	6	2	Fight: Capture 1[Æ]	"All my skill in battle brings me not one step closer to enlightenment."	Matthew Mizak	https://www.facebook.com/photo.php?fbid=1651187964992392&set=oa.505644606563646&type=3&theater	0	8
CotA	241	Commander Remiel	C	Creature	Sanctum	Human * Knight	0	3	~	Reap: Use a friendly non-Sanctum creature.	"I was not always a knight.  Perhaps, someday, you will stand where I stand and see what I see."	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	35
CotA	242	Duma the Martyr	R	Creature	Sanctum	Human	0	3	~	Destroyed: Fully Heal each other friendly creature and draw 2 cards.	"Remember me." -- Squire Duma, at the battle for the Gate of Hope		https://cdn.discordapp.com/attachments/475148937754312719/478672606354997261/Screen_Shot_2018-08-13_at_5.13.25_PM.png	0.1	5
CotA	243	Francus	U	Creature	Sanctum	Knight * Spirit	0	6	1	After an enemy creature is destroyed fighting Francus, Crancus captures 1[Æ].		Caravan Studio	https://www.facebook.com/photo.php?fbid=1651188051659050&set=oa.505644606563646&type=3&theater	0	9
CotA	244	Grey Monk	U	Creature	Sanctum	Human * Priest	0	3	~	Each friendly creature gets +1 armor. Reap: Heal 2 damage from a creature.		Mads Ahm	https://www.facebook.com/photo.php?fbid=1651253114985877&set=oa.505644606563646&type=3&theater	0	13
CotA	245	Hayell the Merchant	R	Creature	Sanctum	Human * Merchant	0	3	~	Each time you play an artifact, gain 1[Æ].	"The Enlightened are above haggling.  Me, on the other hand..."	Quentin de Warren	https://cdn.discordapp.com/attachments/475148937754312719/480826792161312800/IMG_0348.JPG	0	5
CotA	246	Horseman of Death	S	Creature	Sanctum	Horseman * Spirit	0	5	~	Play: Return each Horseman from your discard pile to your hand.	One brings death.	Eric Kenji Aoyagi	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	1
CotA	247	Horseman of Famine	S	Creature	Sanctum	Horseman * Spirit	0	5	~	Play/Fight/Reap: Destroy the least powerful creature.	One takes away.	Eric Kenji Aoyagi	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	1
CotA	248	Horseman of Pestilence	R	Creature	Sanctum	Horseman * Spirit	0	5	~	Play/Fight/Reap: Deal 1[D] to each non-Horseman creature.	One brings tainted gifts.	Eric Kenji Aoyagi	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	1
CotA	249	Horseman of War	S	Creature	Sanctum	Horseman * Spirit	0	5	~	Play: For the remainder of the turn, each friendly creature can be used as if they were in the active house, but can only fight.	One comes to antagonize.	Eric Kenji Aoyagi	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	1
CotA	250	Jehu the Bureaucrat	R	Creature	Sanctum	Human	0	3	~	After you choose Sanctum as your active house, gain 2[Æ].	"The knights protect the Sanctum.  They are entitled to certian... benefits."	Andrew Bosley	https://cdn.discordapp.com/attachments/475148937754312719/481886144167149568/39851716_10155811212241375_7528820293972787200_n.png	0	2
CotA	251	Lady Maxena	U	Creature	Sanctum	Knight * Spirit	0	5	2	Play: Stun a creature. Action: Return Lady Maxena to its owner's hand.		Nicola Saviori	https://cdn.discordapp.com/attachments/475148937754312719/479409211978285059/20180815_145846.jpg	0	12
CotA	252	Lord Golgotha	R	Creature	Sanctum	Knight * Spirit	0	5	2	Before Fight: Deal 3[D] to each neighbor of the creature Lord Golgotha fights.	"Enlightened" does not mean "peaceful."	Ilya Bondarenko	https://cdn.discordapp.com/attachments/475148937754312719/483000554583359489/image0.jpg	0	5
CotA	253	Numquid the Fair	R	Creature	Sanctum	Human * Knight	0	3	~	Play: Destroy an enemy creature.  Repeat this cards effect if your opponent still controls more creatures than you.		Eric Kenji Aoyagi	https://www.facebook.com/photo.php?fbid=10155530514546875&set=p.10155530514546875&type=3&theater&ifg=1	0	5
CotA	254	Protectrix	C	Creature	Sanctum	Knight * Spirit	0	5	~	Reap: Fully heal a creature. If you do, that creature cannot be dealt damage for the remainder of the turn.		Asep Ariyanto	https://drive.google.com/file/d/1GfcaK6uCwyGOzIC3k2g3oVAwxJ_d2sM7/view?usp=drivesdk	0	26
CotA	255	Raiding Knight	C	Creature	Sanctum	Human * Knight	0	4	2	Play: Capture 1[Æ].	"Sacred Æmber is not meant for hands such as thine."	Caio Monteiro	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	32
CotA	256	Sanctum Guardian	R	Creature	Sanctum	Knight * Spirit	0	6	1	Taunt. Fight/Reap: Swap Sanctum Guardian with another friendly creature in your battleline.		Andreas Zafiratos	https://cdn.discordapp.com/attachments/475148937754312719/481152720326098974/Sanctum_Guardian.jpg	0	3
CotA	257	Sequis	C	Creature	Sanctum	Human * Knight	0	4	2	Reap: Capture 1[Æ].	"I follow the Æmber light of the Sanctum, the light of truth and hope.  What is it you follow?"	Josh Corpuz	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	35
CotA	258	Sergeant Zakiel	C	Creature	Sanctum	Human * Knight	0	4	1	Play: You may ready and fight with a neighboring creature.	"Together!"	David Auden Nash	https://cdn.discordapp.com/attachments/475148937754312719/479409148585312286/20180815_145856.jpg	0	35
CotA	259	Staunch Knight	C	Creature	Sanctum	Human * Knight	0	4	2	Staunch Knight gets +2 power while it is on a flank. (The flank is either end of a player's battleline.)		Mads Ahm	https://www.facebook.com/photo.php?fbid=1651197001658155&set=oa.505644606563646&type=3&theater	0	24
CotA	260	Gatekeeper	U	Creature	Sanctum	Knight * Spirit	0	5	1	Play: If your opponent has 7 or more [Æ], capture all but 5 of it.		Grigory Serov	https://cdn.discordapp.com/attachments/484154914038087680/486950588551004185/image0.jpg	0	13
CotA	261	The Vaultkeeper	R	Creature	Sanctum	Knight * Spirit	0	4	1	Your [Æ] cannot be stolen.	Few but the Archons possess the ability to detect the Vaults.  Few but the Sanctum would presume to dictate which Archons are worthy.	Grigory Serov	https://i.imgur.com/fjltXHm.jpg	0	9
CotA	262	Veemos Lightbringer	R	Creature	Sanctum	Angel * Spirit	0	6	~	Play: Destroy each elusive creature.		Andreas Zafiratos	https://cdn.discordapp.com/attachments/475148937754312719/483364609143603211/Veemos.jpg	0	2
CotA	263	Armageddon Cloak	R	Upgrade	Sanctum		1			This creature gains hazardous 2 and, "Destroyed: Fully heal this creature and destroy Armageddon Cloak instead."		Andreas Zafiratos	https://cdn.discordapp.com/attachments/475148937754312719/479409057908654080/20180815_145911.jpg	0	3
CotA	264	Mantle of the Zealot	R	Upgrade	Sanctum		0			This creature gains, "You may use this creature as if it belonged to the current house."		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/482571446590242826/40048702_10156275198136293_3269661076622409728_n.jpg	0	4
CotA	265	Protect the Weak	C	Upgrade	Sanctum		1			This creature gets +1 armor and gains taunt. (This creature's neighbors cannot be attacked unless they have taunt.)		Jessada Sutthi	https://www.facebook.com/photo.php?fbid=1651196761658179&set=oa.505644606563646&type=3&theater	0	28
CotA	266	Shoulder Armor	U	Upgrade	Sanctum		1			While this creature is on a flank, it gets +2 armor and +2 power.	"I can't see anything.  Do I look cool?"	Josh Corpuz	https://www.facebook.com/photo.php?fbid=1651187948325727&set=oa.505644606563646&type=3&theater	0	9
CotA	267	Bait and Switch	C	Action	Shadows		0			Play: If your opponent has more [Æ] than you, steal 1[Æ]. Repeat this card's effect if your opponent still has more [Æ] than you.	"Heckuva deal." -- Old Bruno	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	25
CotA	268	Booby Trap	U	Action	Shadows		1			Play: Deal 4[D] to a creature that is not on a flank with 2[D] splash.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/480826682950025226/IMG_0343.JPG	0	8
CotA	269	Finishing Blow	R	Action	Shadows		1			Play: Destroy a damaged creature. If you do, steal 1[Æ].	You'll never see it coming.	Maria Poliakova	https://scontent.forf1-1.fna.fbcdn.net/v/t1.0-9/40112734_861357764055169_2762448112097165312_o.jpg?_nc_cat=0&oh=847eb69fe686811d8a9e32ff1f721a30&oe=5C3514BE	0	2
CotA	270	Ghostly Hand	C	Action	Shadows		2			Play: If your opponent has exactly 1[Æ], steal it.	"I felt a little bad stealing from the Microputians, but only a little." -- Noddy the Thief	Preston Stone	https://www.facebook.com/photo.php?fbid=310146126224611&set=g.504551263339647&type=1&theater&ifg=1	0	20
CotA	271	Hidden Stash	U	Action	Shadows		1			Play: Archive a card.	"Now where did you put that..."	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/477579630312685570/Screen_Shot_2018-08-10_at_1.48.54_PM.png	0	6
CotA	272	Imperial Traitor	R	Action	Shadows		1			Play:  Look at your opponent's hand.  You may choose and purge a Sanctum card in it.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/477176887609786368/Screen_Shot_2018-08-09_at_11.09.10_AM.png	0	3
CotA	273	Key of Darkness	R	Action	Shadows		0			Play: Forge a key at +6[Æ] current cost.  If your opponent has no [Æ], forge a key at +2[Æ] current cost instead.		Konstantin Turovec	https://www.facebook.com/photo.php?fbid=1651216041656251&set=oa.505644606563646&type=3&theater	0	5
CotA	274	Lights Out	U	Action	Shadows		1			Play:  Return 2 enemy creatures to their owner's hand.		Tey Bartolome	https://cdn.discordapp.com/attachments/475148937754312719/477165631091769344/image.jpg	0	10
CotA	275	Miasma	C	Action	Shadows		1			Play: Your opponent skips the "forge a key" step on their next turn.		Gong Studios	https://www.facebook.com/photo.php?fbid=1651253308319191&set=oa.505644606563646&type=3&theater	0	33
CotA	276	Nerve Blast	C	Action	Shadows		0			Play: Steal 1[Æ]. If you do, deal 2[D] to a creature.	"Don't look so shocked to see me!"	Timur Shevtsov	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	38
CotA	277	One Last Job	R	Action	Shadows		1			Play: Purge each friendly Shadows creature.  Steal 1[Æ] for each creature purged this way.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/479594019228483585/image.jpg	0	6
CotA	278	Oubliette	U	Action	Shadows		0			Play:  Purge a creature with power 3 or lower.	"I forgot we had this down here!"	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/477165682828509185/image.jpg	0	24
CotA	279	Pawn Sacrifice	C	Action	Shadows		1			Play: Sacrifice a friendly creature. If you do, deal 3[D] each to 2 creatures.	Pawn to Queen's Bishop four.	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	30
CotA	280	Poison Wave	C	Action	Shadows		1			Play: Deal 2[D] to each creature.	"Totally Tubular!" -- Quixo the "Adventurer"	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	34
CotA	281	Relentles Whispers	C	Action	Shadows		1			Play: Deal 2[D] to a creature.  If this damage destroys that creature, steal 1[Æ].		Tey Bartolome	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	33
CotA	282	Routine Job	R	Action	Shadows		0			Play: Steal 1[Æ].  Then, steal 1[Æ] for each copy of Routine Job in your discard pile.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/480121308831678466/39397635_1866501210095556_2302939276314148864_n.jpg	0	4
CotA	283	Too Much to Protect	U	Action	Shadows		1			Play: Steal all but 6 of your opponent's [Æ]. (Stolen [Æ] is taken from your opponent's pool and added to your own.)	Not taking it would be the real crime.	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/477738698486841344/unknown.png	0	9
CotA	284	Treasure Map	R	Action	Shadows		1			Play: If you have not played any cards this turn, gain 3[Æ]. For the remainder of this turn, you cannot play cards.		Gong Studios	https://cdn.discordapp.com/attachments/474540817411997697/477167900101312516/image.jpg	0	6
CotA	285	Customs Office	R	Artifact	Shadows	Location	0			You opponent must pay you 1[Æ] in order to play an artifact.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/484894257904353281/image1.jpg	0	5
CotA	286	Evasion Sigil	R	Artifact	Shadows	Power	1			Before a creature fights, discard the top card of its controller's deck. If the discarded card is of the active house, exhaust that creature with no effect.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/480501271812636682/Evasion_Sigil.png	0	5
CotA	287	Longfused Mines	R	Artifact	Shadows	Weapon	1			Omni:  Sacrifice Longfused Mines.  Deal 3[D] to each enemy creature not on a flank.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/477165702625886219/image.jpg	0	5
CotA	288	Masterplan	R	Artifact	Shadows	Item	1			Play: Put a card from your hand facedown beneath Masterplan. Omni: Play the card beneath Masterplan. Sacrifice Masterplan.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/479925169482366987/s-l1600.jpg	0	7
CotA	289	Safe Place	R	Artifact	Shadows	Location	1			You may spend [Æ] on Safe Place when forging keys. Action:  Move 1[Æ] from your pool to Safe Place.			https://www.facebook.com/photo.php?fbid=310155512890339&set=pcb.512245889236851&type=3&theater&ifg=1	0.1	1
CotA	290	Seeker Needle	C	Artifact	Shadows	Weapon	0			Action: Deal 1[D] to a creature. If this damage destroys that creature, gain 1[Æ].	"What was that?"	Timur Shevtsov	https://i.imgur.com/o1SR802.jpg	0	24
CotA	291	Skeleton Key	U	Artifact	Shadows	Item	0			Action: A friendly creature captures 1[Æ].	Skeleton sold seperately.	Grigory Serov	https://www.facebook.com/photo.php?fbid=1651215998322922&set=oa.505644606563646&type=3&theater	0	9
CotA	292	Special Delivery	U	Artifact	Shadows	Item	1			Omni: Sacrifice Special Delivery. Deal 3[D] to a flank creature. If this damage destroys that creature, purge it.		Preston Stone	https://cdn.discordapp.com/attachments/475148937754312719/481152840652554261/Special_Delivery.jpg	0	15
CotA	293	Speed Sigil	U	Artifact	Shadows	Power	1			The first creature played each turn enters play ready.		Gong Studios	https://www.facebook.com/photo.php?fbid=310146066224617&set=g.504551263339647&type=1&theater&ifg=1	0	7
CotA	294	Subtle Maul	U	Artifact	Shadows	Weapon	0			Action: Your opponent discards a random card from their hand.		Gong Studios	https://www.facebook.com/photo.php?fbid=10214993437882260&set=oa.505644606563646&type=3&theater	0	5
CotA	295	The Sting	R	Artifact	Shadows	Vehicle	1			Skip your "forge a key" step. You get all [Æ] spent by you opponent when forging keys. Action: Sacrifice The Sting.		David Auden Nash	https://i.imgur.com/z1kfsgi.jpg	0	6
CotA	296	Bad Penny	C	Creature	Shadows	Human * Thief	0	1	~	Destroyed: Return Bad Penny to your hand.	A Bad Penny saved is a Bad Penny earned.	Nasrul Hakim	https://www.facebook.com/photo.php?fbid=1651144304996758&set=oa.505644606563646&type=3&theater	0	23
CotA	297	Bulleteye	R	Creature	Shadows	Elf * Thief	0	2	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: Destroy a flank creature.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/483000502515138560/image0.jpg	0	6
CotA	298	Carlo Phantom	U	Creature	Shadows	Elf * Thief	0	1	~	Elusive.  Skirmish. Each time you play an artifact, steal 1[Æ].	"Give me half a chance an' I'll steal the whole of it."	Pedro Duta	https://cdn.discordapp.com/attachments/475148937754312719/480822832264118284/IMG_0336.JPG	0	12
CotA	299	Deipno Spymaster	R	Creature	Shadows	Elf * Thief	0	1	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Omni: Choose a friendly creature. You may use that creature this turn.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	5
CotA	300	Faygin	R	Creature	Shadows	Human * Thief	0	3	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: Return an Urchin from play or from your discard pile.		Preston Stone	https://cdn.discordapp.com/attachments/475148937754312719/477540481107230721/20180810_141446.jpg	0	2
CotA	301	Macis Asp	U	Creature	Shadows	Beast	0	3	~	Skirmish.  (When you use this creature to fight, it is dealt no damage in return.) Poison.  (Any damage dealt by this creature's power during a fight destroys the damaged creature.)		Pedro Duta	https://cdn.discordapp.com/attachments/475148937754312719/480822841122750474/IMG_0341.JPG	0	9
CotA	302	Mack the Knife	R	Creature	Shadows	Elf * Thief	0	3	~	Elusive. You may use Mack the Knife as if it belonged to the active house. Action:  Deal 1[D] to a creature.  If this damage destroys that creature, gain 1[Æ]		A Nguyen	https://cdn.discordapp.com/attachments/475148937754312719/477607444521025546/IMG_20180810_175141.jpg	0	9
CotA	303	Magda the Rat	U	Creature	Shadows	Elf * Thief	0	4	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Play: Steal 2[Æ].  Leaves Play: Your opponent steals 2[Æ].		Sasha Tudvaseva	https://www.facebook.com/photo.php?fbid=310155512890339&set=pcb.512245889236851&type=3&theater&ifg=1	0	14
CotA	304	Mooncurser	U	Creature	Shadows	Elf * Thief	0	1	~	Skirmish. Poison. Fight: Steal 1[Æ].	Dark of the Night, thieves' delight.	Maria Poliakova	https://www.facebook.com/photo.php?fbid=10214993437762257&set=oa.505644606563646&type=3&theater	0	7
CotA	305	Nexus	C	Creature	Shadows	Cyborg * Thief	0	3	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: Use an opponent's artifact as if it were yours		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	26
CotA	306	Noddy the Thief	C	Creature	Shadows	Elf * Thief	0	2	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Action: Steal 1[Æ].		Albert Bruun	https://i.imgur.com/mX6xS7C.jpg	0	43
CotA	307	Old Bruno	U	Creature	Shadows	Elf * Thief	0	3	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt.) Play: Capture 3[Æ].	"I raise."	Rodrigo Camilo	https://www.facebook.com/photo.php?fbid=1651134484997740&set=oa.505644606563646&type=3&theater	0	22
CotA	308	Dodger	C	Creature	Shadows	Elf * Thief	0	5	~	Fight: Steal 1[Æ].	"What did you do, Tiny?" -- Vladr	Nicola Saviori	https://www.facebook.com/photo.php?fbid=1651143748330147&set=oa.505644606563646&type=3&theater	0	38
CotA	309	Selwyn the Fence	R	Creature	Shadows	Elf * Thief	0	3	~	Fight/Reap: Move 1[Æ] from one of your cards to your pool.		Gizelle Karen Baluso	https://cdn.discordapp.com/attachments/475148937754312719/483024727875649566/IMG_20180825_142519484_HDR.jpg	0	2
CotA	310	Shadow Self	C	Creature	Shadows	Specter	0	9	~	Shadow Self deals no damage when fighting. Damage dealt to non-Specter neighbors is dealt to Shadow Self instead.		Preston Stone	https://i.imgur.com/PpFD2qK.jpg	0	37
CotA	311	Silvertooth	C	Creature	Shadows	Elf * Thief	0	2	~	Silvertooth enters play ready.	If you see teeth gleaming in the dark, it's already too late.	Sasha Tudvaseva	https://www.facebook.com/photo.php?fbid=1651196844991504&set=oa.505644606563646&type=3&theater	0	30
CotA	312	Smiling Ruth	R	Creature	Shadows	Elf * Thief	0	1	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: If you forged a key this turn, take control of an enemy flank creature.		David Auden Nash	https://www.facebook.com/photo.php?fbid=310155502890340&set=pcb.512245889236851&type=3&theater&ifg=1	0	7
CotA	313	Sneklifter	R	Creature	Shadows	Elf * Thief	0	2	~	Play: Take control of an enemy artifact. While under your control, if it does not belong to one of your three houses, it is considered to be of house Shadows.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/480826789988663299/IMG_0349.JPG	0	5
CotA	314	Umbra	C	Creature	Shadows	Elf * Thief	0	2	~	Skirmish. (When you use this creature to fight it is dealt no damage in return.) Fight: Steal 1[Æ].	"When the fighting's done, the real work begins."	Gabriel Rubio	https://cdn.discordapp.com/attachments/475148937754312719/480121350913130496/39453263_1866501270095550_6193483629859962880_n.jpg	0	35
CotA	315	Urchin	C	Creature	Shadows	Elf * Thief	0	1	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt.) Play: Steal 1[Æ].		Preston Stone	https://www.facebook.com/photo.php?fbid=1651216051656250&set=oa.505644606563646&type=3&theater	0	39
CotA	316	Duskrunner	U	Upgrade	Shadows		0			This creature gains 'Reap: Steal 1[Æ]'	"Call me Night-Hunter and Duskrunner, call me Who-Goes-There? and Just-The-Wind." -- 'The First Thief', a Shadows children's tale	Matt Zeilinger	https://cdn.discordapp.com/attachments/475148937754312719/476882726914621450/Screen_Shot_2018-08-08_at_18.43.23_.png	0	13
CotA	317	Ring of Invisibility	R	Upgrade	Shadows		1			This creature gains elusive and skirmish.	"I put it down for just a second..."	Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/484894259560841237/image2.jpg	0	4
CotA	318	Silent Dagger	U	Upgrade	Shadows		1			This creature gains, "Reap: Deal 4[D] to a flank creature."		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/477738332265381898/unknown.png	0	17
CotA	319	Cooperative Hunting	C	Action	Untamed		0			Play: Deal 1[D] for each friendly creature in play.  You may divide this damage among any number of creatures.	"It sure beats uncooperative hunting!"	Sasha Tudvaseva	https://www.facebook.com/photo.php?fbid=1651187954992393&set=oa.505644606563646&type=3&theater	0	33
